figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,39.9191,mbar,1.3638,mmol/g,diamond,none,#c541a0,false,high,349.55,365.53,assigned_by=color; source=auto,pt-f2d954924be7e9f7,src-274baa44e1682c07,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,46.8164,mbar,1.4569,mmol/g,diamond,none,#c541a0,false,high,379.5,351.5,assigned_by=color; source=auto,pt-1cbd65bf85544c9b,src-ec0a3b8aadf6c05a,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,52.802,mbar,1.5464,mmol/g,diamond,none,#c541a0,false,high,405.49,338.0,assigned_by=color; source=auto,pt-171a2e1354786a9e,src-09378115c143747d,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,60.0531,mbar,1.6037,mmol/g,diamond,none,#c541a0,false,high,436.98,329.38,assigned_by=color; source=auto,pt-b12a1a5a90ce41b3,src-2997e08880fbb02b,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,66.6206,mbar,1.6659,mmol/g,diamond,none,#c541a0,false,high,465.5,320.0,assigned_by=color; source=auto,pt-1984369d53a66d0e,src-672d446fca625b9c,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,73.4999,mbar,1.7155,mmol/g,diamond,none,#c541a0,false,high,495.37,312.52,assigned_by=color; source=auto,pt-1146d72a42657e38,src-80fab83b9da92858,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,80.0921,mbar,1.7621,mmol/g,diamond,none,#c541a0,false,high,524.0,305.5,assigned_by=color; source=auto,pt-aa8ab2e3862c8ae5,src-12ee2e817a1bc3aa,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,86.6835,mbar,1.789,mmol/g,diamond,none,#c541a0,false,high,552.62,301.45,assigned_by=color; source=auto,pt-b0a80217ede4541c,src-5c676c20657bf3a4,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,93.3931,mbar,1.8251,mmol/g,diamond,none,#c541a0,false,high,581.76,296.0,assigned_by=color; source=auto,pt-3fca59597a6d7b4e,src-0148e1beff9eab75,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,100.773,mbar,1.8693,mmol/g,diamond,none,#c541a0,false,high,613.81,289.34,assigned_by=color; source=auto,pt-88991047b7b54424,src-e42993c77ecfd97d,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,107.035,mbar,1.8948,mmol/g,diamond,none,#c541a0,false,high,641.0,285.5,assigned_by=color; source=auto,pt-bf084ee5a1514ec8,src-9312ddbfc5db6dd5,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,114.0928,mbar,1.9197,mmol/g,diamond,none,#c541a0,false,high,671.65,281.75,assigned_by=color; source=auto,pt-063a41c20d5cc027,src-b1083d19880fe20e,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,1.6881,mbar,0.0428,mmol/g,diamond,none,#020202,false,medium,183.53,564.62,assigned_by=color; source=auto,pt-f1cef21282cb83a2,src-f9edd4ec30f3d8e1,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,3.4395,mbar,0.0866,mmol/g,diamond,none,#020202,false,medium,191.14,558.02,assigned_by=color; source=auto,pt-49a12e2fa2cfc0f9,src-c14d17f617ed513a,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,5.7231,mbar,0.1382,mmol/g,diamond,none,#020202,false,medium,201.05,550.25,assigned_by=color; source=auto,pt-f69c0e0561251976,src-edd99eb34f92f882,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,11.6731,mbar,0.2882,mmol/g,diamond,none,#020202,false,medium,226.89,527.63,assigned_by=color; source=auto,pt-24c7902b9f288c73,src-e814612ec8d26268,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,14.0219,mbar,0.3448,mmol/g,diamond,none,#020202,false,medium,237.09,519.1,assigned_by=color; source=auto,pt-fbe9ea4874378c96,src-f8347a9cd20bd325,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,16.2787,mbar,0.3986,mmol/g,diamond,none,#020202,false,medium,246.89,511.0,assigned_by=color; source=auto,pt-41624cdb27edd630,src-062d9c4297a3acaa,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,17.9474,mbar,0.4381,mmol/g,diamond,none,#020202,false,medium,254.14,505.04,assigned_by=color; source=auto,pt-beae9471ccd08499,src-b3fcc997653d30cf,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,20.895,mbar,0.5041,mmol/g,diamond,none,#020202,false,medium,266.94,495.09,assigned_by=color; source=auto,pt-17014a7ba4a307b8,src-af3dafd4992238cd,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,22.2906,mbar,0.5381,mmol/g,diamond,none,#020202,false,medium,273.0,489.97,assigned_by=color; source=auto,pt-dcdd08050763945a,src-5094bc70420aa6bb,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,23.4764,mbar,0.5646,mmol/g,diamond,none,#020202,false,medium,278.15,485.97,assigned_by=color; source=auto,pt-ffbcac3378cf4255,src-4f151ce7089d7e6f,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,25.0779,mbar,0.5978,mmol/g,diamond,none,#020202,false,medium,285.1,480.98,assigned_by=color; source=auto,pt-06ebe12e53a5a290,src-87613aaa1c58a6cf,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,26.3251,mbar,0.628,mmol/g,diamond,none,#020202,false,medium,290.52,476.42,assigned_by=color; source=auto,pt-6d8b25c45e023c32,src-35e626aaa60cdac5,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,33.4268,mbar,0.7613,mmol/g,diamond,none,#020202,false,high,321.36,456.33,assigned_by=color; source=auto,pt-37d449d62ad1395a,src-05dfbc0d90f3bfb9,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,39.6776,mbar,0.873,mmol/g,diamond,none,#020202,false,high,348.5,439.5,assigned_by=color; source=auto,pt-fb0b011a9476face,src-213a2847e3cf4f87,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,46.5861,mbar,0.9791,mmol/g,diamond,none,#020202,false,high,378.5,423.5,assigned_by=color; source=auto,pt-4567e4df51d25ec0,src-70dec6a9d37d445e,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,53.3794,mbar,1.0674,mmol/g,diamond,none,#020202,false,high,408.0,410.2,assigned_by=color; source=auto,pt-2c728f4a7d357ba6,src-47c575d022f68c6e,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,59.9424,mbar,1.1517,mmol/g,diamond,none,#020202,false,high,436.5,397.5,assigned_by=color; source=auto,pt-0118f9830d647fbe,src-fe1068639f733496,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,66.701,mbar,1.2237,mmol/g,diamond,none,#020202,false,high,465.85,386.64,assigned_by=color; source=auto,pt-3d57484553ea4b82,src-ec4b6da632494c92,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,73.4958,mbar,1.2833,mmol/g,diamond,none,#020202,false,high,495.36,377.67,assigned_by=color; source=auto,pt-9eb68700a1a14674,src-a384299f7d405576,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,79.7799,mbar,1.3452,mmol/g,diamond,none,#020202,false,high,522.64,368.33,assigned_by=color; source=auto,pt-b682cc977a225ef2,src-42e01f64474a151b,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,86.9186,mbar,1.3916,mmol/g,diamond,none,#020202,false,high,553.64,361.33,assigned_by=color; source=auto,pt-610f0225a69946da,src-09a73150e15fa4ab,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,93.2091,mbar,1.4336,mmol/g,diamond,none,#020202,false,high,580.96,355.01,assigned_by=color; source=auto,pt-d670f9cf9d291e26,src-9b5e4d2a23020846,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,100.8218,mbar,1.4865,mmol/g,diamond,none,#020202,false,high,614.02,347.04,assigned_by=color; source=auto,pt-ff50c31c5851bbd5,src-7f905e9cf9869046,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,106.6896,mbar,1.5166,mmol/g,diamond,none,#020202,false,high,639.5,342.5,assigned_by=color; source=auto,pt-bcd2eaddc436c298,src-8001e33d90c80ba7,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-373k-9f2f766d,CO2 373K,113.1708,mbar,1.5553,mmol/g,diamond,none,#020202,false,high,667.64,336.67,assigned_by=color; source=auto,pt-9f2100e504fe679a,src-26b1449f9945c03f,CO2,true,Legend heading 'CO2' binds the legend entry '373K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
