figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,46.3867,kPa,1.8796,mmol/g,pentagon,solid,#3a3691,false,high,370.35,239.02,assigned_by=color; source=auto,pt-ddc012722a1da5e4,src-c39e39f03fe12f4f,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,53.4868,kPa,1.9379,mmol/g,pentagon,solid,#3a3691,false,high,401.2,230.24,assigned_by=color; source=auto,pt-0225b246a6267cbd,src-9c942ff93e184c27,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,59.9056,kPa,1.9889,mmol/g,pentagon,solid,#3a3691,false,high,429.09,222.57,assigned_by=color; source=auto,pt-05899febef96c619,src-de6fa95b86fe5ef2,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,66.6582,kPa,2.0338,mmol/g,pentagon,solid,#3a3691,false,high,458.43,215.81,assigned_by=color; source=auto,pt-a2b9f42a9c3bbcb1,src-2a7430d56e6bae3f,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,73.5742,kPa,2.0718,mmol/g,pentagon,solid,#3a3691,false,high,488.48,210.09,assigned_by=color; source=auto,pt-0f9a34f59e3a474f,src-6fe2d8d7ef36d3e6,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,80.0206,kPa,2.1049,mmol/g,pentagon,solid,#3a3691,false,high,516.49,205.11,assigned_by=color; source=auto,pt-7643298ec54a0c33,src-e798dcbaa55cd1fa,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,86.8698,kPa,2.1366,mmol/g,pentagon,solid,#3a3691,false,high,546.25,200.33,assigned_by=color; source=auto,pt-3ab16d302b311af6,src-c69de43cd1722e54,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,93.4866,kPa,2.1622,mmol/g,pentagon,solid,#3a3691,false,high,575.0,196.48,assigned_by=color; source=auto,pt-3fdd6a3ff6d27d8b,src-95970c55691d53ff,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,101.1712,kPa,2.1959,mmol/g,pentagon,solid,#3a3691,false,high,608.39,191.41,assigned_by=color; source=auto,pt-a11dde18109844b1,src-2e5d5b34dedd2d89,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,106.8628,kPa,2.2162,mmol/g,pentagon,solid,#3a3691,false,high,633.12,188.35,assigned_by=color; source=auto,pt-3d917467af3c8f2d,src-902e21398607853d,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,113.9882,kPa,2.2402,mmol/g,pentagon,solid,#3a3691,false,high,664.08,184.74,assigned_by=color; source=auto,pt-66e8bb600bf806ea,src-962e811c963b5400,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,3.4871,kPa,0.1792,mmol/g,diamond,solid,#d13ea1,false,high,183.95,494.93,assigned_by=color; source=auto,pt-7d3ec88ecb48fc96,src-7e34c7709e5a3cee,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,6.67,kPa,0.3321,mmol/g,diamond,solid,#d13ea1,false,high,197.78,471.92,assigned_by=color; source=auto,pt-6587bd885dbb71b7,src-b365da2513b98c06,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,13.5123,kPa,0.6348,mmol/g,diamond,solid,#d13ea1,false,high,227.51,426.36,assigned_by=color; source=auto,pt-aed029b9e7bc60f3,src-ff2479ecb39ce335,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,19.4778,kPa,0.8753,mmol/g,diamond,solid,#d13ea1,false,high,253.43,390.16,assigned_by=color; source=auto,pt-5556348ed819419b,src-e4eedd45f7649d04,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,26.4812,kPa,1.0805,mmol/g,diamond,solid,#d13ea1,false,high,283.86,359.28,assigned_by=color; source=auto,pt-c8f42d7c4c6cad50,src-8cbf89b2f2101d1e,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,33.098,kPa,1.2371,mmol/g,diamond,solid,#d13ea1,false,high,312.61,335.71,assigned_by=color; source=auto,pt-c3b96dea0b3237cd,src-660cae54975f1a5b,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,40.0553,kPa,1.3659,mmol/g,diamond,solid,#d13ea1,false,high,342.84,316.33,assigned_by=color; source=auto,pt-b086eebfc0e5fe0f,src-3fb549355bd08c80,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,46.9506,kPa,1.4601,mmol/g,diamond,solid,#d13ea1,false,high,372.8,302.15,assigned_by=color; source=auto,pt-2b0940785f9fea6b,src-4bd08ed9dcb6cd7b,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,53.0633,kPa,1.5408,mmol/g,diamond,solid,#d13ea1,false,high,399.36,290.0,assigned_by=color; source=auto,pt-a10b2a2274ed232f,src-c5c5e97edf31a836,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,60.0552,kPa,1.602,mmol/g,diamond,solid,#d13ea1,false,high,429.74,280.79,assigned_by=color; source=auto,pt-27a394caefd8c870,src-7feeb32950e37ded,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,66.6743,kPa,1.6704,mmol/g,diamond,solid,#d13ea1,false,high,458.5,270.5,assigned_by=color; source=auto,pt-42e43126b50d607b,src-25104e63fbf3bce0,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,73.4637,kPa,1.7169,mmol/g,diamond,solid,#d13ea1,false,high,488.0,263.5,assigned_by=color; source=auto,pt-19b8cfd62cce57fb,src-f11b69db2bdf7a8a,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,80.1541,kPa,1.7537,mmol/g,diamond,solid,#d13ea1,false,high,517.07,257.96,assigned_by=color; source=auto,pt-bdf688b400972573,src-74a8eab5c06eae9a,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,86.6351,kPa,1.7998,mmol/g,diamond,solid,#d13ea1,false,high,545.23,251.02,assigned_by=color; source=auto,pt-97c14df730f53eae,src-18792c62bf03fc0c,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,93.5533,kPa,1.8269,mmol/g,diamond,solid,#d13ea1,false,high,575.29,246.95,assigned_by=color; source=auto,pt-5539ba6b0529ac6c,src-53a29e7058423ac1,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,101.3968,kPa,1.8744,mmol/g,diamond,solid,#d13ea1,false,high,609.37,239.79,assigned_by=color; source=auto,pt-66def14fb4d39e57,src-82f7d6aa9ed07f16,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,106.9203,kPa,1.8877,mmol/g,diamond,solid,#d13ea1,false,high,633.37,237.79,assigned_by=color; source=auto,pt-af9371e8185dee1e,src-7daa9942dd5b2ee0,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-353k-c3530734,CO2 353K,114.1033,kPa,1.9218,mmol/g,diamond,solid,#d13ea1,false,high,664.58,232.66,assigned_by=color; source=auto,pt-cf6681a2a4105887,src-e7f39a2ba2ee4ce8,CO2,true,Legend heading “CO2” binds the 353K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,33.4501,kPa,0.7623,mmol/g,diamond,solid,#020202,false,high,314.14,407.16,assigned_by=color; source=auto,pt-9cb033695b71fcc1,src-2fc2697d01c0212f,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,39.7469,kPa,0.873,mmol/g,diamond,solid,#020202,false,high,341.5,390.5,assigned_by=color; source=auto,pt-f79127ab97b519ff,src-b774a397ff571a04,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,46.6514,kPa,0.9794,mmol/g,diamond,solid,#020202,false,high,371.5,374.5,assigned_by=color; source=auto,pt-028c743cf39c447a,src-e0297de57759ed5d,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,53.4408,kPa,1.0677,mmol/g,diamond,solid,#020202,false,high,401.0,361.2,assigned_by=color; source=auto,pt-e16ff36ecc418e61,src-e38edb899854abb2,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,60.0,kPa,1.1521,mmol/g,diamond,solid,#020202,false,high,429.5,348.5,assigned_by=color; source=auto,pt-dc54f508ed070191,src-79adcfc4e0300215,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,66.7894,kPa,1.2232,mmol/g,diamond,solid,#020202,false,high,459.0,337.8,assigned_by=color; source=auto,pt-bc61f911b01d437d,src-cd5951c41adee8da,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,73.4637,kPa,1.2817,mmol/g,diamond,solid,#020202,false,high,488.0,329.0,assigned_by=color; source=auto,pt-d290039942f501af,src-3b8ab53778ede3bd,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,79.8756,kPa,1.3471,mmol/g,diamond,solid,#020202,false,high,515.86,319.16,assigned_by=color; source=auto,pt-fe1a232c6ffdde4c,src-6592be87bc890010,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,87.0424,kPa,1.3933,mmol/g,diamond,solid,#020202,false,high,547.0,312.2,assigned_by=color; source=auto,pt-78f5dde7512cffd4,src-a4c09104c982fca2,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,93.2564,kPa,1.4345,mmol/g,diamond,solid,#020202,false,high,574.0,306.0,assigned_by=color; source=auto,pt-b5bea16a1ab23a2b,src-461d85b0c207437b,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,100.8559,kPa,1.4874,mmol/g,diamond,solid,#020202,false,high,607.02,298.04,assigned_by=color; source=auto,pt-032420e4e9c151b4,src-30e44710a74d2f4d,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,106.7201,kPa,1.5176,mmol/g,diamond,solid,#020202,false,high,632.5,293.5,assigned_by=color; source=auto,pt-b802b76246d24aea,src-65fe1b856ae0e517,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-373k-9f2f766d,CO2 373K,113.2793,kPa,1.5541,mmol/g,diamond,solid,#020202,false,high,661.0,288.0,assigned_by=color; source=auto,pt-1fd7f432d42bec30,src-453615745de301e4,CO2,true,Legend heading “CO2” binds the 373K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
